,Geography,Year,Sex,Activity Category,Prevalence_x,Coefficient of Variation_x,CV Flag_x,Standard Error_x,Standard Score_x,Alberta Prevalence_x,Category,Prevalence_y,Coefficient of Variation_y,CV Flag_y,Standard Error_y,Standard Score_y,Alberta Prevalence_y,Stress Category,Prevalence,Coefficient of Variation,CV Flag,Standard Error,Standard Score,Alberta Prevalence
173,Z1,2012,BOTH,Inactive,44.1102,6.7932000000000015,1.0,2.940500000000001,-0.33078600399999997,45.08289904,Excellent or Very Good,70.46300000000002,4.108300000000002,1.0,2.8805,-0.19035348300000002,71.011283713,Not at all/not very/a bit stressful,76.88340000000002,4.4521000000000015,1.0,3.2889000000000004,0.2099224749,76.192985296
174,Z1,2012,BOTH,Inactive,44.1102,6.7932000000000015,1.0,2.940500000000001,-0.33078600399999997,45.08289904,Poor Fair or Good,29.537,9.786700000000002,1.0,2.8805,0.19035348289999998,28.988716287000003,Extremely/quite a bit stressful,23.1166,14.2435,1.0,3.2889000000000004,-0.209922475,23.807014704
175,Z1,2012,BOTH,Inactive,44.1102,6.7932000000000015,1.0,2.940500000000001,-0.33078600399999997,45.08289904,Poor Fair or Good,29.537,9.786700000000002,1.0,2.8805,0.19035348289999998,28.988716287000003,Not at all/not very/a bit stressful,76.88340000000002,4.4521000000000015,1.0,3.2889000000000004,0.2099224749,76.192985296
176,Z1,2012,FEMALE,Active or moderately active,53.20399999999999,5.9525000000000015,1.0,3.1582,-0.37168277899999996,54.37783789,Excellent or Very Good,71.9688,4.2431,1.0,3.0580000000000003,0.8642937057000001,69.325821363,Extremely/quite a bit stressful,23.8916,14.2216,1.0,3.353,-0.6827044529999999,26.180773061999997
177,Z1,2012,FEMALE,Active or moderately active,53.20399999999999,5.9525000000000015,1.0,3.1582,-0.37168277899999996,54.37783789,Excellent or Very Good,71.9688,4.2431,1.0,3.0580000000000003,0.8642937057000001,69.325821363,Not at all/not very/a bit stressful,76.1084,4.5661,1.0,3.353,0.6827044529999999,73.819226938
178,Z1,2012,FEMALE,Active or moderately active,53.20399999999999,5.9525000000000015,1.0,3.1582,-0.37168277899999996,54.37783789,Poor Fair or Good,28.0312,10.9447,1.0,3.0580000000000003,-0.864293706,30.674178636999997,Extremely/quite a bit stressful,23.8916,14.2216,1.0,3.353,-0.6827044529999999,26.180773061999997
179,Z1,2012,FEMALE,Active or moderately active,53.20399999999999,5.9525000000000015,1.0,3.1582,-0.37168277899999996,54.37783789,Poor Fair or Good,28.0312,10.9447,1.0,3.0580000000000003,-0.864293706,30.674178636999997,Not at all/not very/a bit stressful,76.1084,4.5661,1.0,3.353,0.6827044529999999,73.819226938
180,Z1,2012,FEMALE,Inactive,46.79600000000001,6.747000000000001,1.0,3.1582,0.3716827789,45.62216211,Excellent or Very Good,71.9688,4.2431,1.0,3.0580000000000003,0.8642937057000001,69.325821363,Extremely/quite a bit stressful,23.8916,14.2216,1.0,3.353,-0.6827044529999999,26.180773061999997
181,Z1,2012,FEMALE,Inactive,46.79600000000001,6.747000000000001,1.0,3.1582,0.3716827789,45.62216211,Excellent or Very Good,71.9688,4.2431,1.0,3.0580000000000003,0.8642937057000001,69.325821363,Not at all/not very/a bit stressful,76.1084,4.5661,1.0,3.353,0.6827044529999999,73.819226938
182,Z1,2012,FEMALE,Inactive,46.79600000000001,6.747000000000001,1.0,3.1582,0.3716827789,45.62216211,Poor Fair or Good,28.0312,10.9447,1.0,3.0580000000000003,-0.864293706,30.674178636999997,Extremely/quite a bit stressful,23.8916,14.2216,1.0,3.353,-0.6827044529999999,26.180773061999997
183,Z1,2012,FEMALE,Inactive,46.79600000000001,6.747000000000001,1.0,3.1582,0.3716827789,45.62216211,Poor Fair or Good,28.0312,10.9447,1.0,3.0580000000000003,-0.864293706,30.674178636999997,Not at all/not very/a bit stressful,76.1084,4.5661,1.0,3.353,0.6827044529999999,73.819226938
184,Z1,2012,MALE,Active or moderately active,58.6253,8.981300000000003,1.0,5.3496000000000015,0.5946918033999999,55.443923682000005,Excellent or Very Good,68.9231,7.2008,1.0,4.836500000000001,-0.7725450629999999,72.659472593,Extremely/quite a bit stressful,22.3327,23.8449,2.0,5.321600000000001,0.1486338574,21.541771451
185,Z1,2012,MALE,Active or moderately active,58.6253,8.981300000000003,1.0,5.3496000000000015,0.5946918033999999,55.443923682000005,Excellent or Very Good,68.9231,7.2008,1.0,4.836500000000001,-0.7725450629999999,72.659472593,Not at all/not very/a bit stressful,77.66730000000003,7.1057000000000015,1.0,5.321600000000001,-0.14863385699999998,78.45822854900001
186,Z1,2012,MALE,Active or moderately active,58.6253,8.981300000000003,1.0,5.3496000000000015,0.5946918033999999,55.443923682000005,Poor Fair or Good,31.0769,15.4834,1.0,4.836500000000001,0.7725450629,27.340527407,Extremely/quite a bit stressful,22.3327,23.8449,2.0,5.321600000000001,0.1486338574,21.541771451
187,Z1,2012,MALE,Active or moderately active,58.6253,8.981300000000003,1.0,5.3496000000000015,0.5946918033999999,55.443923682000005,Poor Fair or Good,31.0769,15.4834,1.0,4.836500000000001,0.7725450629,27.340527407,Not at all/not very/a bit stressful,77.66730000000003,7.1057000000000015,1.0,5.321600000000001,-0.14863385699999998,78.45822854900001
188,Z1,2012,MALE,Inactive,41.3747,13.173800000000002,1.0,5.3496000000000015,-0.594691803,44.556076318,Excellent or Very Good,68.9231,7.2008,1.0,4.836500000000001,-0.7725450629999999,72.659472593,Extremely/quite a bit stressful,22.3327,23.8449,2.0,5.321600000000001,0.1486338574,21.541771451
189,Z1,2012,MALE,Inactive,41.3747,13.173800000000002,1.0,5.3496000000000015,-0.594691803,44.556076318,Excellent or Very Good,68.9231,7.2008,1.0,4.836500000000001,-0.7725450629999999,72.659472593,Not at all/not very/a bit stressful,77.66730000000003,7.1057000000000015,1.0,5.321600000000001,-0.14863385699999998,78.45822854900001
190,Z1,2012,MALE,Inactive,41.3747,13.173800000000002,1.0,5.3496000000000015,-0.594691803,44.556076318,Poor Fair or Good,31.0769,15.4834,1.0,4.836500000000001,0.7725450629,27.340527407,Extremely/quite a bit stressful,22.3327,23.8449,2.0,5.321600000000001,0.1486338574,21.541771451
191,Z1,2012,MALE,Inactive,41.3747,13.173800000000002,1.0,5.3496000000000015,-0.594691803,44.556076318,Poor Fair or Good,31.0769,15.4834,1.0,4.836500000000001,0.7725450629,27.340527407,Not at all/not very/a bit stressful,77.66730000000003,7.1057000000000015,1.0,5.321600000000001,-0.14863385699999998,78.45822854900001
192,Z1,2013,BOTH,Active or moderately active,55.5422,5.0223,1.0,2.7905,-0.6651800500000001,57.398427376,Excellent or Very Good,69.3026,3.9962,1.0,2.7477,-1.318894691,72.926516108,Extremely/quite a bit stressful,19.5782,15.2072,1.0,3.0096,-0.6117646090000001,21.419386529
193,Z1,2013,BOTH,Active or moderately active,55.5422,5.0223,1.0,2.7905,-0.6651800500000001,57.398427376,Excellent or Very Good,69.3026,3.9962,1.0,2.7477,-1.318894691,72.926516108,Not at all/not very/a bit stressful,80.4218,3.969500000000001,1.0,3.0096,0.6117646092000001,78.580613471
194,Z1,2013,BOTH,Active or moderately active,55.5422,5.0223,1.0,2.7905,-0.6651800500000001,57.398427376,Poor Fair or Good,30.6974,8.9575,1.0,2.7477,1.3188946912,27.073483892,Extremely/quite a bit stressful,19.5782,15.2072,1.0,3.0096,-0.6117646090000001,21.419386529
195,Z1,2013,BOTH,Active or moderately active,55.5422,5.0223,1.0,2.7905,-0.6651800500000001,57.398427376,Poor Fair or Good,30.6974,8.9575,1.0,2.7477,1.3188946912,27.073483892,Not at all/not very/a bit stressful,80.4218,3.969500000000001,1.0,3.0096,0.6117646092000001,78.580613471
196,Z1,2013,BOTH,Inactive,44.45780000000001,6.3206000000000016,1.0,2.7905,0.6651800503,42.601572624,Excellent or Very Good,69.3026,3.9962,1.0,2.7477,-1.318894691,72.926516108,Extremely/quite a bit stressful,19.5782,15.2072,1.0,3.0096,-0.6117646090000001,21.419386529
197,Z1,2013,BOTH,Inactive,44.45780000000001,6.3206000000000016,1.0,2.7905,0.6651800503,42.601572624,Excellent or Very Good,69.3026,3.9962,1.0,2.7477,-1.318894691,72.926516108,Not at all/not very/a bit stressful,80.4218,3.969500000000001,1.0,3.0096,0.6117646092000001,78.580613471
198,Z1,2013,BOTH,Inactive,44.45780000000001,6.3206000000000016,1.0,2.7905,0.6651800503,42.601572624,Poor Fair or Good,30.6974,8.9575,1.0,2.7477,1.3188946912,27.073483892,Extremely/quite a bit stressful,19.5782,15.2072,1.0,3.0096,-0.6117646090000001,21.419386529
199,Z1,2013,BOTH,Inactive,44.45780000000001,6.3206000000000016,1.0,2.7905,0.6651800503,42.601572624,Poor Fair or Good,30.6974,8.9575,1.0,2.7477,1.3188946912,27.073483892,Not at all/not very/a bit stressful,80.4218,3.969500000000001,1.0,3.0096,0.6117646092000001,78.580613471
200,Z1,2013,FEMALE,Active or moderately active,52.5581,6.7912,1.0,3.5563,-1.010982474,56.15339598600001,Excellent or Very Good,70.0899,5.5808,1.0,3.8617,-0.7711383410000001,73.067858055,Extremely/quite a bit stressful,21.426,19.5141,2.0,4.1725,-0.594661175,23.907216679
201,Z1,2013,FEMALE,Active or moderately active,52.5581,6.7912,1.0,3.5563,-1.010982474,56.15339598600001,Excellent or Very Good,70.0899,5.5808,1.0,3.8617,-0.7711383410000001,73.067858055,Not at all/not very/a bit stressful,78.574,5.3671000000000015,1.0,4.1725,0.5946611754,76.092783321
202,Z1,2013,FEMALE,Active or moderately active,52.5581,6.7912,1.0,3.5563,-1.010982474,56.15339598600001,Poor Fair or Good,29.910100000000003,12.892,1.0,3.8617,0.7711383415,26.932141945,Extremely/quite a bit stressful,21.426,19.5141,2.0,4.1725,-0.594661175,23.907216679
203,Z1,2013,FEMALE,Active or moderately active,52.5581,6.7912,1.0,3.5563,-1.010982474,56.15339598600001,Poor Fair or Good,29.910100000000003,12.892,1.0,3.8617,0.7711383415,26.932141945,Not at all/not very/a bit stressful,78.574,5.3671000000000015,1.0,4.1725,0.5946611754,76.092783321
204,Z1,2013,FEMALE,Inactive,47.4419,7.5051,1.0,3.5563,1.0109824737,43.84660401400001,Excellent or Very Good,70.0899,5.5808,1.0,3.8617,-0.7711383410000001,73.067858055,Extremely/quite a bit stressful,21.426,19.5141,2.0,4.1725,-0.594661175,23.907216679
205,Z1,2013,FEMALE,Inactive,47.4419,7.5051,1.0,3.5563,1.0109824737,43.84660401400001,Excellent or Very Good,70.0899,5.5808,1.0,3.8617,-0.7711383410000001,73.067858055,Not at all/not very/a bit stressful,78.574,5.3671000000000015,1.0,4.1725,0.5946611754,76.092783321
206,Z1,2013,FEMALE,Inactive,47.4419,7.5051,1.0,3.5563,1.0109824737,43.84660401400001,Poor Fair or Good,29.910100000000003,12.892,1.0,3.8617,0.7711383415,26.932141945,Extremely/quite a bit stressful,21.426,19.5141,2.0,4.1725,-0.594661175,23.907216679
207,Z1,2013,FEMALE,Inactive,47.4419,7.5051,1.0,3.5563,1.0109824737,43.84660401400001,Poor Fair or Good,29.910100000000003,12.892,1.0,3.8617,0.7711383415,26.932141945,Not at all/not very/a bit stressful,78.574,5.3671000000000015,1.0,4.1725,0.5946611754,76.092783321
208,Z1,2013,MALE,Active or moderately active,58.5383,6.6667000000000005,1.0,3.9141,-0.017814905,58.60802837,Excellent or Very Good,68.52,5.961200000000002,1.0,4.0234,-1.061251648,72.789921963,Extremely/quite a bit stressful,17.7638,19.207100000000004,2.0,3.4495000000000005,-0.36621835,19.027069685
209,Z1,2013,MALE,Active or moderately active,58.5383,6.6667000000000005,1.0,3.9141,-0.017814905,58.60802837,Excellent or Very Good,68.52,5.961200000000002,1.0,4.0234,-1.061251648,72.789921963,Not at all/not very/a bit stressful,82.2362,4.515,1.0,3.4495000000000005,0.3662183496000001,80.972930315
210,Z1,2013,MALE,Active or moderately active,58.5383,6.6667000000000005,1.0,3.9141,-0.017814905,58.60802837,Poor Fair or Good,31.48,12.7304,1.0,4.0234,1.0612516478,27.210078037,Extremely/quite a bit stressful,17.7638,19.207100000000004,2.0,3.4495000000000005,-0.36621835,19.027069685
211,Z1,2013,MALE,Active or moderately active,58.5383,6.6667000000000005,1.0,3.9141,-0.017814905,58.60802837,Poor Fair or Good,31.48,12.7304,1.0,4.0234,1.0612516478,27.210078037,Not at all/not very/a bit stressful,82.2362,4.515,1.0,3.4495000000000005,0.3662183496000001,80.972930315
212,Z1,2013,MALE,Inactive,41.46170000000001,9.5313,1.0,3.9141,0.0178149051,41.39197163000001,Excellent or Very Good,68.52,5.961200000000002,1.0,4.0234,-1.061251648,72.789921963,Extremely/quite a bit stressful,17.7638,19.207100000000004,2.0,3.4495000000000005,-0.36621835,19.027069685
213,Z1,2013,MALE,Inactive,41.46170000000001,9.5313,1.0,3.9141,0.0178149051,41.39197163000001,Excellent or Very Good,68.52,5.961200000000002,1.0,4.0234,-1.061251648,72.789921963,Not at all/not very/a bit stressful,82.2362,4.515,1.0,3.4495000000000005,0.3662183496000001,80.972930315
214,Z1,2013,MALE,Inactive,41.46170000000001,9.5313,1.0,3.9141,0.0178149051,41.39197163000001,Poor Fair or Good,31.48,12.7304,1.0,4.0234,1.0612516478,27.210078037,Extremely/quite a bit stressful,17.7638,19.207100000000004,2.0,3.4495000000000005,-0.36621835,19.027069685
215,Z1,2013,MALE,Inactive,41.46170000000001,9.5313,1.0,3.9141,0.0178149051,41.39197163000001,Poor Fair or Good,31.48,12.7304,1.0,4.0234,1.0612516478,27.210078037,Not at all/not very/a bit stressful,82.2362,4.515,1.0,3.4495000000000005,0.3662183496000001,80.972930315
216,Z1,2014,BOTH,Active or moderately active,50.5816,6.7749000000000015,1.0,3.3585000000000003,-1.87165562,56.867530171999995,Excellent or Very Good,63.98390000000001,4.478700000000001,1.0,2.8686000000000003,-2.8700859989999996,72.216921132,Extremely/quite a bit stressful,22.1105,10.2217,1.0,2.2439,-0.16097937,22.471765423
217,Z1,2014,BOTH,Active or moderately active,50.5816,6.7749000000000015,1.0,3.3585000000000003,-1.87165562,56.867530171999995,Excellent or Very Good,63.98390000000001,4.478700000000001,1.0,2.8686000000000003,-2.8700859989999996,72.216921132,Not at all/not very/a bit stressful,77.88950000000001,2.9433,1.0,2.2439,0.1609793696,77.52823457699999
218,Z1,2014,BOTH,Active or moderately active,50.5816,6.7749000000000015,1.0,3.3585000000000003,-1.87165562,56.867530171999995,Poor Fair or Good,36.0161,8.0303,1.0,2.8686000000000003,2.8700859993,27.783078868,Extremely/quite a bit stressful,22.1105,10.2217,1.0,2.2439,-0.16097937,22.471765423
219,Z1,2014,BOTH,Active or moderately active,50.5816,6.7749000000000015,1.0,3.3585000000000003,-1.87165562,56.867530171999995,Poor Fair or Good,36.0161,8.0303,1.0,2.8686000000000003,2.8700859993,27.783078868,Not at all/not very/a bit stressful,77.88950000000001,2.9433,1.0,2.2439,0.1609793696,77.52823457699999
220,Z1,2014,BOTH,Inactive,49.41840000000001,6.7089,1.0,3.3585000000000003,1.8716556199,43.13246982800001,Excellent or Very Good,63.98390000000001,4.478700000000001,1.0,2.8686000000000003,-2.8700859989999996,72.216921132,Extremely/quite a bit stressful,22.1105,10.2217,1.0,2.2439,-0.16097937,22.471765423
221,Z1,2014,BOTH,Inactive,49.41840000000001,6.7089,1.0,3.3585000000000003,1.8716556199,43.13246982800001,Excellent or Very Good,63.98390000000001,4.478700000000001,1.0,2.8686000000000003,-2.8700859989999996,72.216921132,Not at all/not very/a bit stressful,77.88950000000001,2.9433,1.0,2.2439,0.1609793696,77.52823457699999
222,Z1,2014,BOTH,Inactive,49.41840000000001,6.7089,1.0,3.3585000000000003,1.8716556199,43.13246982800001,Poor Fair or Good,36.0161,8.0303,1.0,2.8686000000000003,2.8700859993,27.783078868,Extremely/quite a bit stressful,22.1105,10.2217,1.0,2.2439,-0.16097937,22.471765423
223,Z1,2014,BOTH,Inactive,49.41840000000001,6.7089,1.0,3.3585000000000003,1.8716556199,43.13246982800001,Poor Fair or Good,36.0161,8.0303,1.0,2.8686000000000003,2.8700859993,27.783078868,Not at all/not very/a bit stressful,77.88950000000001,2.9433,1.0,2.2439,0.1609793696,77.52823457699999
224,Z1,2014,FEMALE,Active or moderately active,50.5114,7.6599,1.0,3.815,-0.9561384490000001,54.159059198,Excellent or Very Good,66.5005,5.1866,1.0,3.3966000000000003,-1.242696793,70.72148423600001,Extremely/quite a bit stressful,18.1889,16.4037,1.0,2.9892000000000003,-1.1602508770000002,21.657060993
225,Z1,2014,FEMALE,Active or moderately active,50.5114,7.6599,1.0,3.815,-0.9561384490000001,54.159059198,Excellent or Very Good,66.5005,5.1866,1.0,3.3966000000000003,-1.242696793,70.72148423600001,Not at all/not very/a bit stressful,81.81110000000002,3.8319,1.0,2.9892000000000003,1.1602508767000002,78.34293900700001
226,Z1,2014,FEMALE,Active or moderately active,50.5114,7.6599,1.0,3.815,-0.9561384490000001,54.159059198,Poor Fair or Good,33.4995,10.1306,1.0,3.3966000000000003,1.2426967934000002,29.278515764,Extremely/quite a bit stressful,18.1889,16.4037,1.0,2.9892000000000003,-1.1602508770000002,21.657060993
227,Z1,2014,FEMALE,Active or moderately active,50.5114,7.6599,1.0,3.815,-0.9561384490000001,54.159059198,Poor Fair or Good,33.4995,10.1306,1.0,3.3966000000000003,1.2426967934000002,29.278515764,Not at all/not very/a bit stressful,81.81110000000002,3.8319,1.0,2.9892000000000003,1.1602508767000002,78.34293900700001
228,Z1,2014,FEMALE,Inactive,49.48860000000001,7.642900000000001,1.0,3.815,0.9561384485,45.840940802000006,Excellent or Very Good,66.5005,5.1866,1.0,3.3966000000000003,-1.242696793,70.72148423600001,Extremely/quite a bit stressful,18.1889,16.4037,1.0,2.9892000000000003,-1.1602508770000002,21.657060993
229,Z1,2014,FEMALE,Inactive,49.48860000000001,7.642900000000001,1.0,3.815,0.9561384485,45.840940802000006,Excellent or Very Good,66.5005,5.1866,1.0,3.3966000000000003,-1.242696793,70.72148423600001,Not at all/not very/a bit stressful,81.81110000000002,3.8319,1.0,2.9892000000000003,1.1602508767000002,78.34293900700001
230,Z1,2014,FEMALE,Inactive,49.48860000000001,7.642900000000001,1.0,3.815,0.9561384485,45.840940802000006,Poor Fair or Good,33.4995,10.1306,1.0,3.3966000000000003,1.2426967934000002,29.278515764,Extremely/quite a bit stressful,18.1889,16.4037,1.0,2.9892000000000003,-1.1602508770000002,21.657060993
231,Z1,2014,FEMALE,Inactive,49.48860000000001,7.642900000000001,1.0,3.815,0.9561384485,45.840940802000006,Poor Fair or Good,33.4995,10.1306,1.0,3.3966000000000003,1.2426967934000002,29.278515764,Not at all/not very/a bit stressful,81.81110000000002,3.8319,1.0,2.9892000000000003,1.1602508767000002,78.34293900700001
232,Z1,2014,MALE,Active or moderately active,50.6537,9.3886,1.0,4.7481,-1.869457385,59.529995123,Excellent or Very Good,61.40640000000001,8.6898,1.0,5.338000000000001,-2.3004509110000004,73.68621371600001,Extremely/quite a bit stressful,26.123900000000006,16.3187,1.0,4.2325,0.6724223223000001,23.277920428
233,Z1,2014,MALE,Active or moderately active,50.6537,9.3886,1.0,4.7481,-1.869457385,59.529995123,Excellent or Very Good,61.40640000000001,8.6898,1.0,5.338000000000001,-2.3004509110000004,73.68621371600001,Not at all/not very/a bit stressful,73.8761,5.690600000000001,1.0,4.2325,-0.6724223220000001,76.722079572
234,Z1,2014,MALE,Active or moderately active,50.6537,9.3886,1.0,4.7481,-1.869457385,59.529995123,Poor Fair or Good,38.5936,13.9134,1.0,5.338000000000001,2.3004509114000005,26.313786284000003,Extremely/quite a bit stressful,26.123900000000006,16.3187,1.0,4.2325,0.6724223223000001,23.277920428
235,Z1,2014,MALE,Active or moderately active,50.6537,9.3886,1.0,4.7481,-1.869457385,59.529995123,Poor Fair or Good,38.5936,13.9134,1.0,5.338000000000001,2.3004509114000005,26.313786284000003,Not at all/not very/a bit stressful,73.8761,5.690600000000001,1.0,4.2325,-0.6724223220000001,76.722079572
236,Z1,2014,MALE,Inactive,49.34630000000001,9.7144,1.0,4.7481,1.8694573846,40.47000487700001,Excellent or Very Good,61.40640000000001,8.6898,1.0,5.338000000000001,-2.3004509110000004,73.68621371600001,Extremely/quite a bit stressful,26.123900000000006,16.3187,1.0,4.2325,0.6724223223000001,23.277920428
237,Z1,2014,MALE,Inactive,49.34630000000001,9.7144,1.0,4.7481,1.8694573846,40.47000487700001,Excellent or Very Good,61.40640000000001,8.6898,1.0,5.338000000000001,-2.3004509110000004,73.68621371600001,Not at all/not very/a bit stressful,73.8761,5.690600000000001,1.0,4.2325,-0.6724223220000001,76.722079572
238,Z1,2014,MALE,Inactive,49.34630000000001,9.7144,1.0,4.7481,1.8694573846,40.47000487700001,Poor Fair or Good,38.5936,13.9134,1.0,5.338000000000001,2.3004509114000005,26.313786284000003,Extremely/quite a bit stressful,26.123900000000006,16.3187,1.0,4.2325,0.6724223223000001,23.277920428
239,Z1,2014,MALE,Inactive,49.34630000000001,9.7144,1.0,4.7481,1.8694573846,40.47000487700001,Poor Fair or Good,38.5936,13.9134,1.0,5.338000000000001,2.3004509114000005,26.313786284000003,Not at all/not very/a bit stressful,73.8761,5.690600000000001,1.0,4.2325,-0.6724223220000001,76.722079572
240,Z2,2003,BOTH,Active or moderately active,59.0398,2.4930000000000003,1.0,1.4643000000000002,1.997470145,56.114996258000005,Excellent or Very Good,76.2179,1.4975,1.0,1.0791,1.9903530978,74.07016520100001,Extremely/quite a bit stressful,22.8427,5.3668000000000005,1.0,1.2222000000000002,-0.413063892,23.347532728
241,Z2,2003,BOTH,Active or moderately active,59.0398,2.4930000000000003,1.0,1.4643000000000002,1.997470145,56.114996258000005,Excellent or Very Good,76.2179,1.4975,1.0,1.0791,1.9903530978,74.07016520100001,Not at all/not very/a bit stressful,77.1573,1.6976,1.0,1.2222000000000002,0.4130638925,76.65246727200002
242,Z2,2003,BOTH,Active or moderately active,59.0398,2.4930000000000003,1.0,1.4643000000000002,1.997470145,56.114996258000005,Poor Fair or Good,23.782100000000003,4.5755,1.0,1.0791,-1.990353098,25.929834799,Extremely/quite a bit stressful,22.8427,5.3668000000000005,1.0,1.2222000000000002,-0.413063892,23.347532728
243,Z2,2003,BOTH,Active or moderately active,59.0398,2.4930000000000003,1.0,1.4643000000000002,1.997470145,56.114996258000005,Poor Fair or Good,23.782100000000003,4.5755,1.0,1.0791,-1.990353098,25.929834799,Not at all/not very/a bit stressful,77.1573,1.6976,1.0,1.2222000000000002,0.4130638925,76.65246727200002
244,Z2,2003,BOTH,Inactive,40.96020000000001,3.6532,1.0,1.4643000000000002,-1.997470145,43.885003741999995,Excellent or Very Good,76.2179,1.4975,1.0,1.0791,1.9903530978,74.07016520100001,Extremely/quite a bit stressful,22.8427,5.3668000000000005,1.0,1.2222000000000002,-0.413063892,23.347532728
245,Z2,2003,BOTH,Inactive,40.96020000000001,3.6532,1.0,1.4643000000000002,-1.997470145,43.885003741999995,Excellent or Very Good,76.2179,1.4975,1.0,1.0791,1.9903530978,74.07016520100001,Not at all/not very/a bit stressful,77.1573,1.6976,1.0,1.2222000000000002,0.4130638925,76.65246727200002
246,Z2,2003,BOTH,Inactive,40.96020000000001,3.6532,1.0,1.4643000000000002,-1.997470145,43.885003741999995,Poor Fair or Good,23.782100000000003,4.5755,1.0,1.0791,-1.990353098,25.929834799,Extremely/quite a bit stressful,22.8427,5.3668000000000005,1.0,1.2222000000000002,-0.413063892,23.347532728
247,Z2,2003,BOTH,Inactive,40.96020000000001,3.6532,1.0,1.4643000000000002,-1.997470145,43.885003741999995,Poor Fair or Good,23.782100000000003,4.5755,1.0,1.0791,-1.990353098,25.929834799,Not at all/not very/a bit stressful,77.1573,1.6976,1.0,1.2222000000000002,0.4130638925,76.65246727200002
248,Z2,2003,FEMALE,Active or moderately active,58.91010000000001,3.3326,1.0,1.9524,2.09943412,54.811186484,Excellent or Very Good,76.3887,1.9267,1.0,1.4340000000000002,2.2936820728,73.099412736,Extremely/quite a bit stressful,25.2551,6.6695,1.0,1.6736,0.5053031308,24.409467361999997
249,Z2,2003,FEMALE,Active or moderately active,58.91010000000001,3.3326,1.0,1.9524,2.09943412,54.811186484,Excellent or Very Good,76.3887,1.9267,1.0,1.4340000000000002,2.2936820728,73.099412736,Not at all/not very/a bit stressful,74.7449,2.3607000000000005,1.0,1.6736,-0.505303131,75.590532638
250,Z2,2003,FEMALE,Active or moderately active,58.91010000000001,3.3326,1.0,1.9524,2.09943412,54.811186484,Poor Fair or Good,23.6113,6.1543,1.0,1.4340000000000002,-2.2936820730000003,26.900587264000002,Extremely/quite a bit stressful,25.2551,6.6695,1.0,1.6736,0.5053031308,24.409467361999997
251,Z2,2003,FEMALE,Active or moderately active,58.91010000000001,3.3326,1.0,1.9524,2.09943412,54.811186484,Poor Fair or Good,23.6113,6.1543,1.0,1.4340000000000002,-2.2936820730000003,26.900587264000002,Not at all/not very/a bit stressful,74.7449,2.3607000000000005,1.0,1.6736,-0.505303131,75.590532638
252,Z2,2003,FEMALE,Inactive,41.0899,4.861700000000001,1.0,1.9524,-2.09943412,45.188813516,Excellent or Very Good,76.3887,1.9267,1.0,1.4340000000000002,2.2936820728,73.099412736,Extremely/quite a bit stressful,25.2551,6.6695,1.0,1.6736,0.5053031308,24.409467361999997
253,Z2,2003,FEMALE,Inactive,41.0899,4.861700000000001,1.0,1.9524,-2.09943412,45.188813516,Excellent or Very Good,76.3887,1.9267,1.0,1.4340000000000002,2.2936820728,73.099412736,Not at all/not very/a bit stressful,74.7449,2.3607000000000005,1.0,1.6736,-0.505303131,75.590532638
254,Z2,2003,FEMALE,Inactive,41.0899,4.861700000000001,1.0,1.9524,-2.09943412,45.188813516,Poor Fair or Good,23.6113,6.1543,1.0,1.4340000000000002,-2.2936820730000003,26.900587264000002,Extremely/quite a bit stressful,25.2551,6.6695,1.0,1.6736,0.5053031308,24.409467361999997
255,Z2,2003,FEMALE,Inactive,41.0899,4.861700000000001,1.0,1.9524,-2.09943412,45.188813516,Poor Fair or Good,23.6113,6.1543,1.0,1.4340000000000002,-2.2936820730000003,26.900587264000002,Not at all/not very/a bit stressful,74.7449,2.3607000000000005,1.0,1.6736,-0.505303131,75.590532638
256,Z2,2003,MALE,Active or moderately active,59.167,3.2575000000000003,1.0,1.899,0.9250389765000001,57.410429063,Excellent or Very Good,76.0486,2.1674,1.0,1.5456,0.6531044523000001,75.039116922,Extremely/quite a bit stressful,20.498900000000006,8.4941,1.0,1.7464000000000002,-1.028808766,22.295685922000004
257,Z2,2003,MALE,Active or moderately active,59.167,3.2575000000000003,1.0,1.899,0.9250389765000001,57.410429063,Excellent or Very Good,76.0486,2.1674,1.0,1.5456,0.6531044523000001,75.039116922,Not at all/not very/a bit stressful,79.5011,2.3704,1.0,1.7464000000000002,1.0288087664,77.704314078
258,Z2,2003,MALE,Active or moderately active,59.167,3.2575000000000003,1.0,1.899,0.9250389765000001,57.410429063,Poor Fair or Good,23.951400000000003,6.4468000000000005,1.0,1.5456,-0.6531044520000001,24.960883078000002,Extremely/quite a bit stressful,20.498900000000006,8.4941,1.0,1.7464000000000002,-1.028808766,22.295685922000004
259,Z2,2003,MALE,Active or moderately active,59.167,3.2575000000000003,1.0,1.899,0.9250389765000001,57.410429063,Poor Fair or Good,23.951400000000003,6.4468000000000005,1.0,1.5456,-0.6531044520000001,24.960883078000002,Not at all/not very/a bit stressful,79.5011,2.3704,1.0,1.7464000000000002,1.0288087664,77.704314078
260,Z2,2003,MALE,Inactive,40.83300000000001,4.692500000000001,1.0,1.899,-0.925038976,42.589570937,Excellent or Very Good,76.0486,2.1674,1.0,1.5456,0.6531044523000001,75.039116922,Extremely/quite a bit stressful,20.498900000000006,8.4941,1.0,1.7464000000000002,-1.028808766,22.295685922000004
