,Geography,Year,Sex,Activity Category,Prevalence_x,Coefficient of Variation_x,CV Flag_x,Standard Error_x,Standard Score_x,Alberta Prevalence_x,Category,Prevalence_y,Coefficient of Variation_y,CV Flag_y,Standard Error_y,Standard Score_y,Alberta Prevalence_y,Stress Category,Prevalence,Coefficient of Variation,CV Flag,Standard Error,Standard Score,Alberta Prevalence
632,Z3,2011,FEMALE,Active or moderately active,58.90390000000001,5.5717,1.0,3.2391,1.0429690735,55.525610703000005,Excellent or Very Good,73.8447,3.5103,1.0,2.5618,0.0131036444,73.81117228800001,Extremely/quite a bit stressful,20.5371,15.8662,1.0,3.2877,-1.561586638,25.671102996
633,Z3,2011,FEMALE,Active or moderately active,58.90390000000001,5.5717,1.0,3.2391,1.0429690735,55.525610703000005,Excellent or Very Good,73.8447,3.5103,1.0,2.5618,0.0131036444,73.81117228800001,Not at all/not very/a bit stressful,79.4629,4.4834000000000005,1.0,3.2877,1.5615866384000001,74.328897004
634,Z3,2011,FEMALE,Active or moderately active,58.90390000000001,5.5717,1.0,3.2391,1.0429690735,55.525610703000005,Poor Fair or Good,26.1553,9.8399,1.0,2.5618,-0.013103644,26.188827712,Extremely/quite a bit stressful,20.5371,15.8662,1.0,3.2877,-1.561586638,25.671102996
635,Z3,2011,FEMALE,Active or moderately active,58.90390000000001,5.5717,1.0,3.2391,1.0429690735,55.525610703000005,Poor Fair or Good,26.1553,9.8399,1.0,2.5618,-0.013103644,26.188827712,Not at all/not very/a bit stressful,79.4629,4.4834000000000005,1.0,3.2877,1.5615866384000001,74.328897004
636,Z3,2011,FEMALE,Inactive,41.0961,7.882600000000001,1.0,3.2391,-1.0429690740000002,44.47438929700001,Excellent or Very Good,73.8447,3.5103,1.0,2.5618,0.0131036444,73.81117228800001,Extremely/quite a bit stressful,20.5371,15.8662,1.0,3.2877,-1.561586638,25.671102996
637,Z3,2011,FEMALE,Inactive,41.0961,7.882600000000001,1.0,3.2391,-1.0429690740000002,44.47438929700001,Excellent or Very Good,73.8447,3.5103,1.0,2.5618,0.0131036444,73.81117228800001,Not at all/not very/a bit stressful,79.4629,4.4834000000000005,1.0,3.2877,1.5615866384000001,74.328897004
638,Z3,2011,FEMALE,Inactive,41.0961,7.882600000000001,1.0,3.2391,-1.0429690740000002,44.47438929700001,Poor Fair or Good,26.1553,9.8399,1.0,2.5618,-0.013103644,26.188827712,Extremely/quite a bit stressful,20.5371,15.8662,1.0,3.2877,-1.561586638,25.671102996
639,Z3,2011,FEMALE,Inactive,41.0961,7.882600000000001,1.0,3.2391,-1.0429690740000002,44.47438929700001,Poor Fair or Good,26.1553,9.8399,1.0,2.5618,-0.013103644,26.188827712,Not at all/not very/a bit stressful,79.4629,4.4834000000000005,1.0,3.2877,1.5615866384000001,74.328897004
640,Z3,2011,MALE,Active or moderately active,53.39380000000001,6.891300000000001,1.0,3.6303,-0.980054115,56.951679113000004,Excellent or Very Good,68.8364,5.9389,1.0,4.0212,-1.553453142,75.083194055,Extremely/quite a bit stressful,29.750200000000003,13.5867,1.0,4.0232,1.5984332062,23.319335074
641,Z3,2011,MALE,Active or moderately active,53.39380000000001,6.891300000000001,1.0,3.6303,-0.980054115,56.951679113000004,Excellent or Very Good,68.8364,5.9389,1.0,4.0212,-1.553453142,75.083194055,Not at all/not very/a bit stressful,70.24980000000001,5.839900000000001,1.0,4.0232,-1.598433206,76.680664926
642,Z3,2011,MALE,Active or moderately active,53.39380000000001,6.891300000000001,1.0,3.6303,-0.980054115,56.951679113000004,Poor Fair or Good,31.1636,12.8757,1.0,4.0212,1.5534531417,24.916805945000004,Extremely/quite a bit stressful,29.750200000000003,13.5867,1.0,4.0232,1.5984332062,23.319335074
643,Z3,2011,MALE,Active or moderately active,53.39380000000001,6.891300000000001,1.0,3.6303,-0.980054115,56.951679113000004,Poor Fair or Good,31.1636,12.8757,1.0,4.0212,1.5534531417,24.916805945000004,Not at all/not very/a bit stressful,70.24980000000001,5.839900000000001,1.0,4.0232,-1.598433206,76.680664926
644,Z3,2011,MALE,Inactive,46.6062,7.7704,1.0,3.6303,0.9800541147,43.048320886999996,Excellent or Very Good,68.8364,5.9389,1.0,4.0212,-1.553453142,75.083194055,Extremely/quite a bit stressful,29.750200000000003,13.5867,1.0,4.0232,1.5984332062,23.319335074
645,Z3,2011,MALE,Inactive,46.6062,7.7704,1.0,3.6303,0.9800541147,43.048320886999996,Excellent or Very Good,68.8364,5.9389,1.0,4.0212,-1.553453142,75.083194055,Not at all/not very/a bit stressful,70.24980000000001,5.839900000000001,1.0,4.0232,-1.598433206,76.680664926
646,Z3,2011,MALE,Inactive,46.6062,7.7704,1.0,3.6303,0.9800541147,43.048320886999996,Poor Fair or Good,31.1636,12.8757,1.0,4.0212,1.5534531417,24.916805945000004,Extremely/quite a bit stressful,29.750200000000003,13.5867,1.0,4.0232,1.5984332062,23.319335074
647,Z3,2011,MALE,Inactive,46.6062,7.7704,1.0,3.6303,0.9800541147,43.048320886999996,Poor Fair or Good,31.1636,12.8757,1.0,4.0212,1.5534531417,24.916805945000004,Not at all/not very/a bit stressful,70.24980000000001,5.839900000000001,1.0,4.0232,-1.598433206,76.680664926
648,Z3,2012,BOTH,Active or moderately active,53.9055,4.4329,1.0,2.3752000000000004,-0.42588244700000005,54.917100960000006,Excellent or Very Good,70.2729,2.9570000000000003,1.0,2.0693,-0.35682928500000005,71.011283713,Extremely/quite a bit stressful,24.1656,10.722999999999999,1.0,2.5799,0.1389940553,23.807014704
649,Z3,2012,BOTH,Active or moderately active,53.9055,4.4329,1.0,2.3752000000000004,-0.42588244700000005,54.917100960000006,Excellent or Very Good,70.2729,2.9570000000000003,1.0,2.0693,-0.35682928500000005,71.011283713,Not at all/not very/a bit stressful,75.8344,3.4428000000000005,1.0,2.5799,-0.138994055,76.192985296
650,Z3,2012,BOTH,Active or moderately active,53.9055,4.4329,1.0,2.3752000000000004,-0.42588244700000005,54.917100960000006,Poor Fair or Good,29.727100000000004,6.9962,1.0,2.0693,0.35682928469999997,28.988716287000003,Extremely/quite a bit stressful,24.1656,10.722999999999999,1.0,2.5799,0.1389940553,23.807014704
651,Z3,2012,BOTH,Active or moderately active,53.9055,4.4329,1.0,2.3752000000000004,-0.42588244700000005,54.917100960000006,Poor Fair or Good,29.727100000000004,6.9962,1.0,2.0693,0.35682928469999997,28.988716287000003,Not at all/not very/a bit stressful,75.8344,3.4428000000000005,1.0,2.5799,-0.138994055,76.192985296
652,Z3,2012,BOTH,Inactive,46.0945,5.1553,1.0,2.3752000000000004,0.42588244659999996,45.08289904,Excellent or Very Good,70.2729,2.9570000000000003,1.0,2.0693,-0.35682928500000005,71.011283713,Extremely/quite a bit stressful,24.1656,10.722999999999999,1.0,2.5799,0.1389940553,23.807014704
653,Z3,2012,BOTH,Inactive,46.0945,5.1553,1.0,2.3752000000000004,0.42588244659999996,45.08289904,Excellent or Very Good,70.2729,2.9570000000000003,1.0,2.0693,-0.35682928500000005,71.011283713,Not at all/not very/a bit stressful,75.8344,3.4428000000000005,1.0,2.5799,-0.138994055,76.192985296
654,Z3,2012,BOTH,Inactive,46.0945,5.1553,1.0,2.3752000000000004,0.42588244659999996,45.08289904,Poor Fair or Good,29.727100000000004,6.9962,1.0,2.0693,0.35682928469999997,28.988716287000003,Extremely/quite a bit stressful,24.1656,10.722999999999999,1.0,2.5799,0.1389940553,23.807014704
655,Z3,2012,BOTH,Inactive,46.0945,5.1553,1.0,2.3752000000000004,0.42588244659999996,45.08289904,Poor Fair or Good,29.727100000000004,6.9962,1.0,2.0693,0.35682928469999997,28.988716287000003,Not at all/not very/a bit stressful,75.8344,3.4428000000000005,1.0,2.5799,-0.138994055,76.192985296
656,Z3,2012,FEMALE,Active or moderately active,55.0645,5.2518,1.0,2.8809000000000005,0.2383545875,54.37783789,Excellent or Very Good,66.12740000000001,4.666500000000001,1.0,3.0296,-1.0556974590000001,69.325821363,Extremely/quite a bit stressful,25.746800000000004,14.0077,1.0,3.6232,-0.119786918,26.180773061999997
657,Z3,2012,FEMALE,Active or moderately active,55.0645,5.2518,1.0,2.8809000000000005,0.2383545875,54.37783789,Excellent or Very Good,66.12740000000001,4.666500000000001,1.0,3.0296,-1.0556974590000001,69.325821363,Not at all/not very/a bit stressful,74.2532,4.9885,1.0,3.6232,0.11978691779999999,73.819226938
658,Z3,2012,FEMALE,Active or moderately active,55.0645,5.2518,1.0,2.8809000000000005,0.2383545875,54.37783789,Poor Fair or Good,33.87260000000001,8.9039,1.0,3.0296,1.0556974589,30.674178636999997,Extremely/quite a bit stressful,25.746800000000004,14.0077,1.0,3.6232,-0.119786918,26.180773061999997
659,Z3,2012,FEMALE,Active or moderately active,55.0645,5.2518,1.0,2.8809000000000005,0.2383545875,54.37783789,Poor Fair or Good,33.87260000000001,8.9039,1.0,3.0296,1.0556974589,30.674178636999997,Not at all/not very/a bit stressful,74.2532,4.9885,1.0,3.6232,0.11978691779999999,73.819226938
660,Z3,2012,FEMALE,Inactive,44.93550000000001,6.4367,1.0,2.8809000000000005,-0.238354588,45.62216211,Excellent or Very Good,66.12740000000001,4.666500000000001,1.0,3.0296,-1.0556974590000001,69.325821363,Extremely/quite a bit stressful,25.746800000000004,14.0077,1.0,3.6232,-0.119786918,26.180773061999997
661,Z3,2012,FEMALE,Inactive,44.93550000000001,6.4367,1.0,2.8809000000000005,-0.238354588,45.62216211,Excellent or Very Good,66.12740000000001,4.666500000000001,1.0,3.0296,-1.0556974590000001,69.325821363,Not at all/not very/a bit stressful,74.2532,4.9885,1.0,3.6232,0.11978691779999999,73.819226938
662,Z3,2012,FEMALE,Inactive,44.93550000000001,6.4367,1.0,2.8809000000000005,-0.238354588,45.62216211,Poor Fair or Good,33.87260000000001,8.9039,1.0,3.0296,1.0556974589,30.674178636999997,Extremely/quite a bit stressful,25.746800000000004,14.0077,1.0,3.6232,-0.119786918,26.180773061999997
663,Z3,2012,FEMALE,Inactive,44.93550000000001,6.4367,1.0,2.8809000000000005,-0.238354588,45.62216211,Poor Fair or Good,33.87260000000001,8.9039,1.0,3.0296,1.0556974589,30.674178636999997,Not at all/not very/a bit stressful,74.2532,4.9885,1.0,3.6232,0.11978691779999999,73.819226938
664,Z3,2012,MALE,Active or moderately active,52.7791,7.181800000000001,1.0,3.761,-0.7085435710000001,55.443923682000005,Excellent or Very Good,74.3256,4.0231,1.0,3.0343,0.5490842242,72.659472593,Extremely/quite a bit stressful,22.6596,19.977999999999998,2.0,4.5316,0.24668222560000005,21.541771451
665,Z3,2012,MALE,Active or moderately active,52.7791,7.181800000000001,1.0,3.761,-0.7085435710000001,55.443923682000005,Excellent or Very Good,74.3256,4.0231,1.0,3.0343,0.5490842242,72.659472593,Not at all/not very/a bit stressful,77.34040000000002,6.0231,1.0,4.5316,-0.246682226,78.45822854900001
666,Z3,2012,MALE,Active or moderately active,52.7791,7.181800000000001,1.0,3.761,-0.7085435710000001,55.443923682000005,Poor Fair or Good,25.6744,11.9597,1.0,3.0343,-0.549084224,27.340527407,Extremely/quite a bit stressful,22.6596,19.977999999999998,2.0,4.5316,0.24668222560000005,21.541771451
667,Z3,2012,MALE,Active or moderately active,52.7791,7.181800000000001,1.0,3.761,-0.7085435710000001,55.443923682000005,Poor Fair or Good,25.6744,11.9597,1.0,3.0343,-0.549084224,27.340527407,Not at all/not very/a bit stressful,77.34040000000002,6.0231,1.0,4.5316,-0.246682226,78.45822854900001
668,Z3,2012,MALE,Inactive,47.2209,7.9544000000000015,1.0,3.761,0.7085435712000001,44.556076318,Excellent or Very Good,74.3256,4.0231,1.0,3.0343,0.5490842242,72.659472593,Extremely/quite a bit stressful,22.6596,19.977999999999998,2.0,4.5316,0.24668222560000005,21.541771451
669,Z3,2012,MALE,Inactive,47.2209,7.9544000000000015,1.0,3.761,0.7085435712000001,44.556076318,Excellent or Very Good,74.3256,4.0231,1.0,3.0343,0.5490842242,72.659472593,Not at all/not very/a bit stressful,77.34040000000002,6.0231,1.0,4.5316,-0.246682226,78.45822854900001
670,Z3,2012,MALE,Inactive,47.2209,7.9544000000000015,1.0,3.761,0.7085435712000001,44.556076318,Poor Fair or Good,25.6744,11.9597,1.0,3.0343,-0.549084224,27.340527407,Extremely/quite a bit stressful,22.6596,19.977999999999998,2.0,4.5316,0.24668222560000005,21.541771451
671,Z3,2012,MALE,Inactive,47.2209,7.9544000000000015,1.0,3.761,0.7085435712000001,44.556076318,Poor Fair or Good,25.6744,11.9597,1.0,3.0343,-0.549084224,27.340527407,Not at all/not very/a bit stressful,77.34040000000002,6.0231,1.0,4.5316,-0.246682226,78.45822854900001
672,Z3,2013,BOTH,Active or moderately active,54.5461,4.4007000000000005,1.0,2.4722000000000004,-1.15378299,57.398427376,Excellent or Very Good,71.0852,3.2,1.0,2.0332,-0.9055998279999999,72.926516108,Extremely/quite a bit stressful,21.710300000000004,9.1478,1.0,1.9825,0.1467557484,21.419386529
673,Z3,2013,BOTH,Active or moderately active,54.5461,4.4007000000000005,1.0,2.4722000000000004,-1.15378299,57.398427376,Excellent or Very Good,71.0852,3.2,1.0,2.0332,-0.9055998279999999,72.926516108,Not at all/not very/a bit stressful,78.2897,2.8947000000000003,1.0,1.9825,-0.14675574800000002,78.580613471
674,Z3,2013,BOTH,Active or moderately active,54.5461,4.4007000000000005,1.0,2.4722000000000004,-1.15378299,57.398427376,Poor Fair or Good,28.914800000000003,6.9581,1.0,2.0332,0.9055998275,27.073483892,Extremely/quite a bit stressful,21.710300000000004,9.1478,1.0,1.9825,0.1467557484,21.419386529
675,Z3,2013,BOTH,Active or moderately active,54.5461,4.4007000000000005,1.0,2.4722000000000004,-1.15378299,57.398427376,Poor Fair or Good,28.914800000000003,6.9581,1.0,2.0332,0.9055998275,27.073483892,Not at all/not very/a bit stressful,78.2897,2.8947000000000003,1.0,1.9825,-0.14675574800000002,78.580613471
676,Z3,2013,BOTH,Inactive,45.4539,5.7890000000000015,1.0,2.4722000000000004,1.1537829904,42.601572624,Excellent or Very Good,71.0852,3.2,1.0,2.0332,-0.9055998279999999,72.926516108,Extremely/quite a bit stressful,21.710300000000004,9.1478,1.0,1.9825,0.1467557484,21.419386529
677,Z3,2013,BOTH,Inactive,45.4539,5.7890000000000015,1.0,2.4722000000000004,1.1537829904,42.601572624,Excellent or Very Good,71.0852,3.2,1.0,2.0332,-0.9055998279999999,72.926516108,Not at all/not very/a bit stressful,78.2897,2.8947000000000003,1.0,1.9825,-0.14675574800000002,78.580613471
678,Z3,2013,BOTH,Inactive,45.4539,5.7890000000000015,1.0,2.4722000000000004,1.1537829904,42.601572624,Poor Fair or Good,28.914800000000003,6.9581,1.0,2.0332,0.9055998275,27.073483892,Extremely/quite a bit stressful,21.710300000000004,9.1478,1.0,1.9825,0.1467557484,21.419386529
679,Z3,2013,BOTH,Inactive,45.4539,5.7890000000000015,1.0,2.4722000000000004,1.1537829904,42.601572624,Poor Fair or Good,28.914800000000003,6.9581,1.0,2.0332,0.9055998275,27.073483892,Not at all/not very/a bit stressful,78.2897,2.8947000000000003,1.0,1.9825,-0.14675574800000002,78.580613471
680,Z3,2013,FEMALE,Active or moderately active,59.6399,6.1157,1.0,3.6401,0.9578152143,56.15339598600001,Excellent or Very Good,72.2856,3.9904,1.0,2.7944,-0.279952751,73.067858055,Extremely/quite a bit stressful,20.8054,12.0839,1.0,2.5097,-1.2359318680000002,23.907216679
681,Z3,2013,FEMALE,Active or moderately active,59.6399,6.1157,1.0,3.6401,0.9578152143,56.15339598600001,Excellent or Very Good,72.2856,3.9904,1.0,2.7944,-0.279952751,73.067858055,Not at all/not very/a bit stressful,79.19460000000002,3.5327,1.0,2.5097,1.2359318682000002,76.092783321
682,Z3,2013,FEMALE,Active or moderately active,59.6399,6.1157,1.0,3.6401,0.9578152143,56.15339598600001,Poor Fair or Good,27.7144,10.110300000000002,1.0,2.7944,0.27995275129999997,26.932141945,Extremely/quite a bit stressful,20.8054,12.0839,1.0,2.5097,-1.2359318680000002,23.907216679
683,Z3,2013,FEMALE,Active or moderately active,59.6399,6.1157,1.0,3.6401,0.9578152143,56.15339598600001,Poor Fair or Good,27.7144,10.110300000000002,1.0,2.7944,0.27995275129999997,26.932141945,Not at all/not very/a bit stressful,79.19460000000002,3.5327,1.0,2.5097,1.2359318682000002,76.092783321
684,Z3,2013,FEMALE,Inactive,40.3601,9.1375,1.0,3.6401,-0.957815214,43.84660401400001,Excellent or Very Good,72.2856,3.9904,1.0,2.7944,-0.279952751,73.067858055,Extremely/quite a bit stressful,20.8054,12.0839,1.0,2.5097,-1.2359318680000002,23.907216679
685,Z3,2013,FEMALE,Inactive,40.3601,9.1375,1.0,3.6401,-0.957815214,43.84660401400001,Excellent or Very Good,72.2856,3.9904,1.0,2.7944,-0.279952751,73.067858055,Not at all/not very/a bit stressful,79.19460000000002,3.5327,1.0,2.5097,1.2359318682000002,76.092783321
686,Z3,2013,FEMALE,Inactive,40.3601,9.1375,1.0,3.6401,-0.957815214,43.84660401400001,Poor Fair or Good,27.7144,10.110300000000002,1.0,2.7944,0.27995275129999997,26.932141945,Extremely/quite a bit stressful,20.8054,12.0839,1.0,2.5097,-1.2359318680000002,23.907216679
687,Z3,2013,FEMALE,Inactive,40.3601,9.1375,1.0,3.6401,-0.957815214,43.84660401400001,Poor Fair or Good,27.7144,10.110300000000002,1.0,2.7944,0.27995275129999997,26.932141945,Not at all/not very/a bit stressful,79.19460000000002,3.5327,1.0,2.5097,1.2359318682000002,76.092783321
688,Z3,2013,MALE,Active or moderately active,49.5937,6.2537,1.0,3.2198,-2.7996073530000003,58.60802837,Excellent or Very Good,69.92060000000001,4.7532000000000005,1.0,2.8717,-0.999178115,72.789921963,Extremely/quite a bit stressful,22.5609,13.8238,1.0,3.1281,1.1297125188,19.027069685
689,Z3,2013,MALE,Active or moderately active,49.5937,6.2537,1.0,3.2198,-2.7996073530000003,58.60802837,Excellent or Very Good,69.92060000000001,4.7532000000000005,1.0,2.8717,-0.999178115,72.789921963,Not at all/not very/a bit stressful,77.43910000000002,4.6261,1.0,3.1281,-1.129712519,80.972930315
690,Z3,2013,MALE,Active or moderately active,49.5937,6.2537,1.0,3.2198,-2.7996073530000003,58.60802837,Poor Fair or Good,30.0794,9.332,1.0,2.8717,0.9991781151000001,27.210078037,Extremely/quite a bit stressful,22.5609,13.8238,1.0,3.1281,1.1297125188,19.027069685
691,Z3,2013,MALE,Active or moderately active,49.5937,6.2537,1.0,3.2198,-2.7996073530000003,58.60802837,Poor Fair or Good,30.0794,9.332,1.0,2.8717,0.9991781151000001,27.210078037,Not at all/not very/a bit stressful,77.43910000000002,4.6261,1.0,3.1281,-1.129712519,80.972930315
692,Z3,2013,MALE,Inactive,50.40630000000001,7.0075,1.0,3.2198,2.7996073529000003,41.39197163000001,Excellent or Very Good,69.92060000000001,4.7532000000000005,1.0,2.8717,-0.999178115,72.789921963,Extremely/quite a bit stressful,22.5609,13.8238,1.0,3.1281,1.1297125188,19.027069685
693,Z3,2013,MALE,Inactive,50.40630000000001,7.0075,1.0,3.2198,2.7996073529000003,41.39197163000001,Excellent or Very Good,69.92060000000001,4.7532000000000005,1.0,2.8717,-0.999178115,72.789921963,Not at all/not very/a bit stressful,77.43910000000002,4.6261,1.0,3.1281,-1.129712519,80.972930315
694,Z3,2013,MALE,Inactive,50.40630000000001,7.0075,1.0,3.2198,2.7996073529000003,41.39197163000001,Poor Fair or Good,30.0794,9.332,1.0,2.8717,0.9991781151000001,27.210078037,Extremely/quite a bit stressful,22.5609,13.8238,1.0,3.1281,1.1297125188,19.027069685
695,Z3,2013,MALE,Inactive,50.40630000000001,7.0075,1.0,3.2198,2.7996073529000003,41.39197163000001,Poor Fair or Good,30.0794,9.332,1.0,2.8717,0.9991781151000001,27.210078037,Not at all/not very/a bit stressful,77.43910000000002,4.6261,1.0,3.1281,-1.129712519,80.972930315
696,Z3,2014,BOTH,Active or moderately active,56.8721,5.0093,1.0,2.9885,0.0015158807999999999,56.867530171999995,Excellent or Very Good,73.2135,3.7719,1.0,2.2477,0.4433818828,72.216921132,Extremely/quite a bit stressful,20.702800000000003,12.2688,1.0,2.5671,-0.6891164660000001,22.471765423
697,Z3,2014,BOTH,Active or moderately active,56.8721,5.0093,1.0,2.9885,0.0015158807999999999,56.867530171999995,Excellent or Very Good,73.2135,3.7719,1.0,2.2477,0.4433818828,72.216921132,Not at all/not very/a bit stressful,79.2972,4.0922,1.0,2.5671,0.6891164656000001,77.52823457699999
698,Z3,2014,BOTH,Active or moderately active,56.8721,5.0093,1.0,2.9885,0.0015158807999999999,56.867530171999995,Poor Fair or Good,26.786500000000004,8.4113,1.0,2.2477,-0.443381883,27.783078868,Extremely/quite a bit stressful,20.702800000000003,12.2688,1.0,2.5671,-0.6891164660000001,22.471765423
699,Z3,2014,BOTH,Active or moderately active,56.8721,5.0093,1.0,2.9885,0.0015158807999999999,56.867530171999995,Poor Fair or Good,26.786500000000004,8.4113,1.0,2.2477,-0.443381883,27.783078868,Not at all/not very/a bit stressful,79.2972,4.0922,1.0,2.5671,0.6891164656000001,77.52823457699999
700,Z3,2014,BOTH,Inactive,43.1279,7.7211,1.0,2.9885,-0.001515881,43.13246982800001,Excellent or Very Good,73.2135,3.7719,1.0,2.2477,0.4433818828,72.216921132,Extremely/quite a bit stressful,20.702800000000003,12.2688,1.0,2.5671,-0.6891164660000001,22.471765423
701,Z3,2014,BOTH,Inactive,43.1279,7.7211,1.0,2.9885,-0.001515881,43.13246982800001,Excellent or Very Good,73.2135,3.7719,1.0,2.2477,0.4433818828,72.216921132,Not at all/not very/a bit stressful,79.2972,4.0922,1.0,2.5671,0.6891164656000001,77.52823457699999
702,Z3,2014,BOTH,Inactive,43.1279,7.7211,1.0,2.9885,-0.001515881,43.13246982800001,Poor Fair or Good,26.786500000000004,8.4113,1.0,2.2477,-0.443381883,27.783078868,Extremely/quite a bit stressful,20.702800000000003,12.2688,1.0,2.5671,-0.6891164660000001,22.471765423
703,Z3,2014,BOTH,Inactive,43.1279,7.7211,1.0,2.9885,-0.001515881,43.13246982800001,Poor Fair or Good,26.786500000000004,8.4113,1.0,2.2477,-0.443381883,27.783078868,Not at all/not very/a bit stressful,79.2972,4.0922,1.0,2.5671,0.6891164656000001,77.52823457699999
704,Z3,2014,FEMALE,Active or moderately active,56.45340000000001,6.6199,1.0,3.9589,0.5795361027,54.159059198,Excellent or Very Good,72.262,4.629,1.0,3.0093,0.5119134084,70.72148423600001,Extremely/quite a bit stressful,18.3206,13.904000000000002,1.0,2.5368,-1.315224628,21.657060993
705,Z3,2014,FEMALE,Active or moderately active,56.45340000000001,6.6199,1.0,3.9589,0.5795361027,54.159059198,Excellent or Very Good,72.262,4.629,1.0,3.0093,0.5119134084,70.72148423600001,Not at all/not very/a bit stressful,81.67940000000002,4.0597,1.0,2.5368,1.3152246277,78.34293900700001
706,Z3,2014,FEMALE,Active or moderately active,56.45340000000001,6.6199,1.0,3.9589,0.5795361027,54.159059198,Poor Fair or Good,27.738000000000003,11.1666,1.0,3.0093,-0.511913408,29.278515764,Extremely/quite a bit stressful,18.3206,13.904000000000002,1.0,2.5368,-1.315224628,21.657060993
707,Z3,2014,FEMALE,Active or moderately active,56.45340000000001,6.6199,1.0,3.9589,0.5795361027,54.159059198,Poor Fair or Good,27.738000000000003,11.1666,1.0,3.0093,-0.511913408,29.278515764,Not at all/not very/a bit stressful,81.67940000000002,4.0597,1.0,2.5368,1.3152246277,78.34293900700001
708,Z3,2014,FEMALE,Inactive,43.5466,10.0858,1.0,3.9589,-0.579536103,45.840940802000006,Excellent or Very Good,72.262,4.629,1.0,3.0093,0.5119134084,70.72148423600001,Extremely/quite a bit stressful,18.3206,13.904000000000002,1.0,2.5368,-1.315224628,21.657060993
709,Z3,2014,FEMALE,Inactive,43.5466,10.0858,1.0,3.9589,-0.579536103,45.840940802000006,Excellent or Very Good,72.262,4.629,1.0,3.0093,0.5119134084,70.72148423600001,Not at all/not very/a bit stressful,81.67940000000002,4.0597,1.0,2.5368,1.3152246277,78.34293900700001
710,Z3,2014,FEMALE,Inactive,43.5466,10.0858,1.0,3.9589,-0.579536103,45.840940802000006,Poor Fair or Good,27.738000000000003,11.1666,1.0,3.0093,-0.511913408,29.278515764,Extremely/quite a bit stressful,18.3206,13.904000000000002,1.0,2.5368,-1.315224628,21.657060993
711,Z3,2014,FEMALE,Inactive,43.5466,10.0858,1.0,3.9589,-0.579536103,45.840940802000006,Poor Fair or Good,27.738000000000003,11.1666,1.0,3.0093,-0.511913408,29.278515764,Not at all/not very/a bit stressful,81.67940000000002,4.0597,1.0,2.5368,1.3152246277,78.34293900700001
712,Z3,2014,MALE,Active or moderately active,57.2804,5.9464000000000015,1.0,3.3581000000000003,-0.6698993080000001,59.529995123,Excellent or Very Good,74.1482,5.4335,1.0,3.4770000000000003,0.132854618,73.68621371600001,Extremely/quite a bit stressful,23.1019,15.9797,1.0,3.7903,-0.04643658,23.277920428
713,Z3,2014,MALE,Active or moderately active,57.2804,5.9464000000000015,1.0,3.3581000000000003,-0.6698993080000001,59.529995123,Excellent or Very Good,74.1482,5.4335,1.0,3.4770000000000003,0.132854618,73.68621371600001,Not at all/not very/a bit stressful,76.89810000000001,5.885700000000001,1.0,3.7903,0.0464365795,76.722079572
714,Z3,2014,MALE,Active or moderately active,57.2804,5.9464000000000015,1.0,3.3581000000000003,-0.6698993080000001,59.529995123,Poor Fair or Good,25.8518,13.1627,1.0,3.4770000000000003,-0.132854618,26.313786284000003,Extremely/quite a bit stressful,23.1019,15.9797,1.0,3.7903,-0.04643658,23.277920428
715,Z3,2014,MALE,Active or moderately active,57.2804,5.9464000000000015,1.0,3.3581000000000003,-0.6698993080000001,59.529995123,Poor Fair or Good,25.8518,13.1627,1.0,3.4770000000000003,-0.132854618,26.313786284000003,Not at all/not very/a bit stressful,76.89810000000001,5.885700000000001,1.0,3.7903,0.0464365795,76.722079572
716,Z3,2014,MALE,Inactive,42.7196,8.234300000000001,1.0,3.3581000000000003,0.6698993079000001,40.47000487700001,Excellent or Very Good,74.1482,5.4335,1.0,3.4770000000000003,0.132854618,73.68621371600001,Extremely/quite a bit stressful,23.1019,15.9797,1.0,3.7903,-0.04643658,23.277920428
717,Z3,2014,MALE,Inactive,42.7196,8.234300000000001,1.0,3.3581000000000003,0.6698993079000001,40.47000487700001,Excellent or Very Good,74.1482,5.4335,1.0,3.4770000000000003,0.132854618,73.68621371600001,Not at all/not very/a bit stressful,76.89810000000001,5.885700000000001,1.0,3.7903,0.0464365795,76.722079572
718,Z3,2014,MALE,Inactive,42.7196,8.234300000000001,1.0,3.3581000000000003,0.6698993079000001,40.47000487700001,Poor Fair or Good,25.8518,13.1627,1.0,3.4770000000000003,-0.132854618,26.313786284000003,Extremely/quite a bit stressful,23.1019,15.9797,1.0,3.7903,-0.04643658,23.277920428
719,Z3,2014,MALE,Inactive,42.7196,8.234300000000001,1.0,3.3581000000000003,0.6698993079000001,40.47000487700001,Poor Fair or Good,25.8518,13.1627,1.0,3.4770000000000003,-0.132854618,26.313786284000003,Not at all/not very/a bit stressful,76.89810000000001,5.885700000000001,1.0,3.7903,0.0464365795,76.722079572
720,Z4,2003,BOTH,Active or moderately active,54.76770000000001,2.6828000000000003,1.0,1.4273000000000002,-0.9439806479999999,56.114996258000005,Excellent or Very Good,74.7324,1.6853,1.0,1.1459,0.577949233,74.07016520100001,Extremely/quite a bit stressful,24.0165,4.9897,1.0,1.1799000000000002,0.5669960727000001,23.347532728
