Geography,Year,Sex,Stress Category,Prevalence,Coefficient of Variation,CV Flag,Standard Error,Standard Score,Alberta Prevalence
Z2,2013,FEMALE,Not at all/not very/a bit stressful,76.0368,4.2218,1.0,3.208,-0.017439654,76.092783321
Z2,2013,MALE,Extremely/quite a bit stressful,19.0078,14.829500000000001,1.0,2.8228000000000004,-0.006816807,19.027069685
Z2,2013,MALE,Not at all/not very/a bit stressful,80.99220000000001,3.5974,1.0,2.8228000000000004,0.0068168072,80.972930315
Z2,2014,BOTH,Extremely/quite a bit stressful,22.7632,8.299900000000001,1.0,1.8635000000000002,0.1563842685,22.471765423
Z2,2014,BOTH,Not at all/not very/a bit stressful,77.2368,2.3975000000000004,1.0,1.8635000000000002,-0.15638426900000002,77.528234577
Z2,2014,FEMALE,Extremely/quite a bit stressful,23.4175,10.192700000000002,1.0,2.4059000000000004,0.7317095148,21.657060993
Z2,2014,FEMALE,Not at all/not very/a bit stressful,76.5825,3.3297000000000003,1.0,2.4059000000000004,-0.731709515,78.34293900700001
Z2,2014,MALE,Extremely/quite a bit stressful,22.1217,11.634100000000002,1.0,2.5421,-0.45481285000000005,23.277920428
Z2,2014,MALE,Not at all/not very/a bit stressful,77.87830000000001,3.4734000000000003,1.0,2.5421,0.4548128502,76.722079572
Z3,2001,BOTH,Extremely/quite a bit stressful,24.4842,4.644,1.0,1.1311,-1.412309695,26.081740029
Z3,2001,BOTH,Not at all/not very/a bit stressful,75.5158,2.3835,1.0,1.1311,1.4123096945000002,73.91825997100001
Z3,2001,FEMALE,Extremely/quite a bit stressful,24.6282,6.5772,1.0,1.6243,-1.1651948360000002,26.520868863
Z3,2001,FEMALE,Not at all/not very/a bit stressful,75.3718,3.0428,1.0,1.6243,1.1651948362,73.47913113700001
Z3,2001,MALE,Extremely/quite a bit stressful,24.3419,6.556,1.0,1.5882,-0.819543039,25.643537945000002
Z3,2001,MALE,Not at all/not very/a bit stressful,75.6581,2.8777000000000004,1.0,1.5882,0.8195430388,74.356462055
Z3,2003,BOTH,Extremely/quite a bit stressful,22.959400000000002,5.355500000000001,1.0,1.1563,-0.33568200100000006,23.347532728
Z3,2003,BOTH,Not at all/not very/a bit stressful,77.0406,2.0269,1.0,1.1563,0.3356820012,76.65246727200001
Z3,2003,FEMALE,Extremely/quite a bit stressful,23.5213,7.3146,1.0,1.6929,-0.524683572,24.409467362
Z3,2003,FEMALE,Not at all/not very/a bit stressful,76.4787,2.6812,1.0,1.6929,0.5246835718,75.590532638
Z3,2003,MALE,Extremely/quite a bit stressful,22.392400000000002,8.631,1.0,1.8645,0.0518514459,22.295685922000004
Z3,2003,MALE,Not at all/not very/a bit stressful,77.6076,2.9182000000000006,1.0,1.8645,-0.051851446,77.704314078
Z3,2005,BOTH,Extremely/quite a bit stressful,20.8928,6.2582,1.0,1.3105,-1.1046581610000001,22.340503477000002
Z3,2005,BOTH,Not at all/not very/a bit stressful,79.1072,1.8172000000000001,1.0,1.3105,1.1046581612000002,77.65949652300002
Z3,2005,FEMALE,Extremely/quite a bit stressful,18.989300000000004,9.7133,1.0,1.844,-1.4923350690000001,21.741172553000002
Z3,2005,FEMALE,Not at all/not very/a bit stressful,81.0107,2.5114,1.0,1.844,1.4923350691000001,78.258827447
Z3,2005,MALE,Extremely/quite a bit stressful,22.794600000000003,9.1469,1.0,2.0837,-0.068412559,22.937111667000003
Z3,2005,MALE,Not at all/not very/a bit stressful,77.2054,2.8598000000000003,1.0,2.0837,0.0684125591,77.062888333
Z3,2007,BOTH,Extremely/quite a bit stressful,22.5844,7.8782000000000005,1.0,1.6525,0.0704402173,22.468017665
Z3,2007,BOTH,Not at all/not very/a bit stressful,77.41560000000001,3.5368,1.0,1.6525,-0.070440217,77.531982335
Z3,2007,FEMALE,Extremely/quite a bit stressful,22.1884,10.653200000000002,1.0,2.0889,-0.5666518190000001,23.372070627
Z3,2007,FEMALE,Not at all/not very/a bit stressful,77.81160000000001,4.643000000000001,1.0,2.0889,0.5666518191,76.62792937300001
Z3,2007,MALE,Extremely/quite a bit stressful,22.9631,10.646400000000002,1.0,2.4594000000000005,0.5638803869,21.576313517
Z3,2007,MALE,Not at all/not very/a bit stressful,77.0369,4.1085,1.0,2.4594000000000005,-0.563880387,78.42368648300001
Z3,2008,BOTH,Extremely/quite a bit stressful,20.642300000000002,8.241900000000001,1.0,1.6906,-0.899753922,22.163359798000002
Z3,2008,BOTH,Not at all/not very/a bit stressful,79.35770000000001,2.39,1.0,1.6906,0.899753922,77.83664020200001
Z3,2008,FEMALE,Extremely/quite a bit stressful,18.952700000000004,11.321900000000001,1.0,2.1429,-2.265918842,23.808422941
Z3,2008,FEMALE,Not at all/not very/a bit stressful,81.0473,2.8766000000000003,1.0,2.1429,2.2659188424,76.19157705900001
Z3,2008,MALE,Extremely/quite a bit stressful,22.320600000000002,12.2124,1.0,2.6746,0.6552305972000001,20.568069386
Z3,2008,MALE,Not at all/not very/a bit stressful,77.67940000000002,3.7615000000000003,1.0,2.6746,-0.6552305970000001,79.43193061400001
Z3,2009,BOTH,Extremely/quite a bit stressful,28.232400000000002,9.984,1.0,2.8048,1.7261672200000002,23.390891169
Z3,2009,BOTH,Not at all/not very/a bit stressful,71.7676,4.1207,1.0,2.8048,-1.7261672200000002,76.60910883100001
Z3,2009,FEMALE,Extremely/quite a bit stressful,26.7724,12.2192,1.0,3.2708000000000004,0.7925520778,24.180033806
Z3,2009,FEMALE,Not at all/not very/a bit stressful,73.22760000000001,4.855900000000001,1.0,3.2708000000000004,-0.792552078,75.819966194
Z3,2009,MALE,Extremely/quite a bit stressful,29.6411,13.138300000000001,1.0,3.8811000000000004,1.8061991397000001,22.631003755000002
Z3,2009,MALE,Not at all/not very/a bit stressful,70.35889999999999,5.950900000000001,1.0,3.8811000000000004,-1.8061991400000001,77.368996245
Z3,2010,BOTH,Extremely/quite a bit stressful,20.5114,9.669200000000002,1.0,1.9747000000000001,-1.062188989,22.608847298
Z3,2010,BOTH,Not at all/not very/a bit stressful,79.4886,2.58,1.0,1.9747000000000001,1.0621889888,77.39115270200001
Z3,2010,FEMALE,Extremely/quite a bit stressful,19.8321,12.5688,1.0,2.4692000000000003,-1.356908099,23.182609348
Z3,2010,FEMALE,Not at all/not very/a bit stressful,80.1679,3.1996,1.0,2.4692000000000003,1.356908099,76.81739065200001
Z3,2010,MALE,Extremely/quite a bit stressful,21.163400000000003,14.9069,1.0,3.1424000000000003,-0.284632271,22.057841147
Z3,2010,MALE,Not at all/not very/a bit stressful,78.83660000000002,4.138300000000001,1.0,3.1424000000000003,0.28463227150000003,77.94215885300001
Z3,2011,BOTH,Extremely/quite a bit stressful,25.241200000000003,10.3664,1.0,2.6223,0.2914763599,24.476881622
Z3,2011,BOTH,Not at all/not very/a bit stressful,74.75880000000001,3.6741,1.0,2.6223,-0.29147636,75.523118378
Z3,2011,FEMALE,Extremely/quite a bit stressful,20.5371,15.866200000000001,1.0,3.2877,-1.561586638,25.671102996000002
Z3,2011,FEMALE,Not at all/not very/a bit stressful,79.4629,4.4834000000000005,1.0,3.2877,1.5615866384,74.328897004
Z3,2011,MALE,Extremely/quite a bit stressful,29.750200000000003,13.5867,1.0,4.0232,1.5984332062,23.319335074
Z3,2011,MALE,Not at all/not very/a bit stressful,70.24980000000001,5.839900000000001,1.0,4.0232,-1.598433206,76.680664926
Z3,2012,BOTH,Extremely/quite a bit stressful,24.1656,10.723,1.0,2.5799,0.1389940553,23.807014704
Z3,2012,BOTH,Not at all/not very/a bit stressful,75.8344,3.4428000000000005,1.0,2.5799,-0.138994055,76.192985296
Z3,2012,FEMALE,Extremely/quite a bit stressful,25.746800000000004,14.0077,1.0,3.6232,-0.119786918,26.180773062
Z3,2012,FEMALE,Not at all/not very/a bit stressful,74.2532,4.9885,1.0,3.6232,0.1197869178,73.819226938
Z3,2012,MALE,Extremely/quite a bit stressful,22.6596,19.978,2.0,4.5316,0.24668222560000003,21.541771451
Z3,2012,MALE,Not at all/not very/a bit stressful,77.34040000000002,6.0231,1.0,4.5316,-0.246682226,78.45822854900001
Z3,2013,BOTH,Extremely/quite a bit stressful,21.710300000000004,9.1478,1.0,1.9825000000000002,0.1467557484,21.419386529
Z3,2013,BOTH,Not at all/not very/a bit stressful,78.2897,2.8947000000000003,1.0,1.9825000000000002,-0.14675574800000002,78.580613471
Z3,2013,FEMALE,Extremely/quite a bit stressful,20.805400000000002,12.0839,1.0,2.5097,-1.2359318680000002,23.907216679
Z3,2013,FEMALE,Not at all/not very/a bit stressful,79.19460000000001,3.5327,1.0,2.5097,1.2359318682000002,76.092783321
Z3,2013,MALE,Extremely/quite a bit stressful,22.5609,13.8238,1.0,3.1281,1.1297125188000001,19.027069685
Z3,2013,MALE,Not at all/not very/a bit stressful,77.43910000000001,4.6261,1.0,3.1281,-1.1297125190000001,80.972930315
Z3,2014,BOTH,Extremely/quite a bit stressful,20.702800000000003,12.2688,1.0,2.5671,-0.6891164660000001,22.471765423
Z3,2014,BOTH,Not at all/not very/a bit stressful,79.2972,4.0922,1.0,2.5671,0.6891164656000001,77.528234577
Z3,2014,FEMALE,Extremely/quite a bit stressful,18.320600000000002,13.904,1.0,2.5368,-1.315224628,21.657060993
Z3,2014,FEMALE,Not at all/not very/a bit stressful,81.67940000000002,4.0597,1.0,2.5368,1.3152246277000001,78.34293900700001
Z3,2014,MALE,Extremely/quite a bit stressful,23.1019,15.979700000000001,1.0,3.7903000000000002,-0.04643658,23.277920428
Z3,2014,MALE,Not at all/not very/a bit stressful,76.89810000000001,5.885700000000001,1.0,3.7903000000000002,0.0464365795,76.722079572
Z4,2001,BOTH,Extremely/quite a bit stressful,27.0116,4.3452,1.0,1.1736,0.7923246073000001,26.081740029
Z4,2001,BOTH,Not at all/not very/a bit stressful,72.9884,1.9913,1.0,1.1736,-0.7923246070000001,73.91825997100001
Z4,2001,FEMALE,Extremely/quite a bit stressful,28.0538,5.626200000000001,1.0,1.5537,0.9866371909,26.520868863
Z4,2001,FEMALE,Not at all/not very/a bit stressful,71.9462,2.4487000000000005,1.0,1.5537,-0.986637191,73.47913113700001
Z4,2001,MALE,Extremely/quite a bit stressful,25.936500000000002,6.419300000000001,1.0,1.6791,0.17445307300000001,25.643537945000002
Z4,2001,MALE,Not at all/not very/a bit stressful,74.0635,2.6707,1.0,1.6791,-0.17445307300000001,74.356462055
Z4,2003,BOTH,Extremely/quite a bit stressful,24.0165,4.9897,1.0,1.1799000000000002,0.5669960727,23.347532728
Z4,2003,BOTH,Not at all/not very/a bit stressful,75.9835,1.6162,1.0,1.1799000000000002,-0.566996073,76.65246727200001
Z4,2003,FEMALE,Extremely/quite a bit stressful,24.472500000000004,8.0835,1.0,1.9549,0.0322540162,24.409467362
Z4,2003,FEMALE,Not at all/not very/a bit stressful,75.5275,2.6682,1.0,1.9549,-0.032254016,75.590532638
Z4,2003,MALE,Extremely/quite a bit stressful,23.5498,6.6854000000000005,1.0,1.5816,0.7929415428000001,22.295685922000004
Z4,2003,MALE,Not at all/not very/a bit stressful,76.45020000000001,2.3039,1.0,1.5816,-0.7929415430000001,77.704314078
Z4,2005,BOTH,Extremely/quite a bit stressful,21.0433,6.2104,1.0,1.3034000000000001,-0.9952461730000001,22.340503477000002
Z4,2005,BOTH,Not at all/not very/a bit stressful,78.95670000000001,1.705,1.0,1.3034000000000001,0.9952461729000001,77.65949652300002
Z4,2005,FEMALE,Extremely/quite a bit stressful,21.214100000000002,7.6161,1.0,1.6009,-0.32926820600000006,21.741172553000002
Z4,2005,FEMALE,Not at all/not very/a bit stressful,78.7859,2.1178,1.0,1.6009,0.3292682062,78.258827447
Z4,2005,MALE,Extremely/quite a bit stressful,20.8678,9.5592,1.0,1.9941000000000002,-1.037717334,22.937111667000003
Z4,2005,MALE,Not at all/not very/a bit stressful,79.13220000000001,2.6173,1.0,1.9941000000000002,1.0377173337,77.062888333
